3.816689496106921623e-10 7.547848728212811844e-10 7.180986840204631269e-10 1.027302501844511777e-09 1.835693465803433627e-09 1.205318440055976770e-09 1.331557659512336310e-09 1.115005486653020269e-09 6.915868924223731829e-10 1.948489669646043820e-10 1.699321363825658314e-10 2.396464001918163441e-10
5.502940752917809564e-10 9.203276883430746320e-10 1.397711577239259613e-09 2.001131453265384124e-09 1.753531271716582696e-09 1.208405660127039090e-09 1.338832141264858871e-09 1.286802359403429391e-09 8.611204510617075735e-10 5.136786980917011797e-10 3.203816283420174883e-10 2.978575024759504302e-10
4.984753677696515853e-10 7.773411768984795824e-10 9.606557424752810278e-10 1.501503909407064613e-09 1.167831663569152450e-09 1.391110170816839717e-09 1.623236255569444613e-09 1.395206749730976030e-09 9.479352370764513365e-10 4.513958037621827251e-10 4.542354312768875745e-10 3.637629632579331942e-10
4.502190145629009919e-10 6.465092359516297061e-10 7.044020730569880071e-10 8.272426424869386774e-10 9.612987974924693981e-10 1.269609212256017991e-09 1.868444414300429092e-09 1.772879445258514509e-09 1.002439540005944040e-09 5.122379750308058158e-10 2.443114261281340930e-10 2.529010716600263631e-10
4.101711455345273938e-10 5.482796427571355068e-10 6.175696813698665049e-10 8.354025896974908357e-10 9.764475982666181427e-10 1.137674861097782617e-09 1.982850871712358147e-09 1.922457138729012252e-09 9.052968329453848232e-10 4.636386472936003804e-10 2.362635841434532496e-10 6.259107092832988414e-11
2.738285410721073799e-10 5.046760875124958580e-10 4.381432070385503341e-10 6.998247590789058256e-10 7.628453300257339895e-10 9.737133825345664963e-10 1.695502453661982486e-09 1.266299032248283193e-09 6.808083221854148090e-10 1.656591092283741974e-10 1.870797814809521324e-10 7.679429282867806459e-11
2.800562150954624906e-10 6.947028882859133784e-10 7.397147159803048094e-10 9.022883316553294387e-10 5.163984378718461338e-10 8.705937350053516320e-10 1.106633890169906716e-09 7.246218091952541014e-10 6.559461592217916338e-10 3.503560193437991409e-10 2.183621178359669347e-10 3.600933413228948024e-11
5.040272483355490510e-10 7.392626426572265863e-10 1.023584539211174362e-09 6.809729149059519791e-10 3.412273399990351551e-10 7.735006208387427755e-10 7.704686478206575476e-10 4.091079788058194542e-10 4.566280004531916555e-11 3.580501651242400000e-11 1.232375993718428587e-10 1.598262508230383238e-10
7.247367450585241637e-10 1.933175522954827635e-10 3.808300908116295704e-10 7.378112516135154024e-10 9.183887365134925941e-10 1.037307313953743850e-09 1.187446826916565579e-09 1.336925651598534354e-10 0.000000000000000000e+00 7.619369810549215776e-10 1.471185550221558561e-10 3.566437158456630599e-10
1.538238344214730793e-09 7.108775027199317324e-10 4.050404176496837374e-10 2.549156335615931221e-10 1.127755528916351401e-09 1.148097533703541706e-09 7.086807542582795834e-10 8.065196278606038744e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.479989133690300956e-10
9.416189106316688287e-10 4.263254648402199080e-10 0.000000000000000000e+00 8.541819031842067737e-10 2.925210472984509318e-09 1.668769760583547368e-09 1.829974999499162799e-09 3.233846261257182639e-10 6.257167744706935697e-09 0.000000000000000000e+00 1.431793260621618290e-09 3.213499311519840714e-10
9.413185275937325070e-10 1.628594814357242513e-09 1.046384243645264529e-09 7.985294875477949860e-10 3.849470759416254939e-09 1.494781073997909165e-09 2.064981932218162312e-09 1.310001298079167323e-09 1.936812934153008515e-10 5.163674376856830290e-11 0.000000000000000000e+00 1.661839523203308573e-10
1.326001356342490259e-09 1.144866055874882362e-09 1.938433043245892491e-09 1.607190525503030938e-09 4.648768538566763359e-10 9.164695985943760351e-10 8.594593370599025290e-10 1.051444448907787423e-09 5.017930547843018430e-10 1.545113696797845910e-09 1.632984089745345535e-11 0.000000000000000000e+00
3.523079086259838730e-10 1.147115684980197683e-09 1.248572335652777564e-09 1.016549095296605845e-09 8.884009926889365087e-10 9.641129771121806826e-10 1.322969805417697767e-09 3.303349961257335728e-10 2.390894524718701617e-10 3.871155540720102686e-10 9.300026870450767426e-11 9.089633355961900457e-12
1.219707682950842473e-09 1.065729870009266739e-09 1.372414229975677626e-09 1.510090297354411286e-09 1.474457274311738430e-09 2.086393418735899903e-09 1.243688262863498666e-09 2.959539922011086228e-10 2.947818500714111329e-10 2.120148235723622211e-10 1.547045325548538316e-10 4.167419952054527213e-12
8.607061762689525892e-10 9.435948281935230051e-10 1.141496665456582780e-09 1.137569233750270752e-09 1.466268722878204543e-09 1.779592813015135537e-09 1.153041047766750594e-09 5.499345001601453406e-10 1.831875662850076586e-10 1.365506917275480530e-10 1.570154401015086083e-11 1.142200567256656312e-12
