Node Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
151, 1.68829370e+00, 2.93235687e+02, 1.99463457e-01, -1.84051663e-01, -3.98800336e-03, 7.67772868e-02, 7.09411860e-01, 1.50000000e+00, 2.69525021e-01
152, 1.69227290e+00, 2.93202240e+02, 1.25223026e-01, -1.10551432e-01, -1.74941439e-02, 5.61528280e-02, 7.05324054e-01, 1.50000000e+00, 1.57277793e-01
153, 1.69409227e+00, 2.93206421e+02, 1.30672827e-01, -1.17463283e-01, 6.58045895e-03, 5.68723343e-02, 5.13660610e-01, 1.50000000e+00, 1.45900324e-01
154, 1.69408107e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.02823484e-01, 1.50000000e+00, 0.00000000e+00
155, 1.69843543e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.20993495e-01, 1.50000000e+00, 0.00000000e+00
156, 1.70457125e+00, 2.93189087e+02, 9.04966146e-02, -8.13484341e-02, 4.55725426e-03, 3.93865667e-02, 3.91514480e-01, 1.50000000e+00, 1.01042315e-01
157, 1.71076965e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.11708444e-01, 1.50000000e+00, 0.00000000e+00
158, 1.71004701e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.22405845e-01, 1.50000000e+00, 0.00000000e+00
159, 1.70367360e+00, 2.93239197e+02, 1.74472004e-01, -6.02180064e-02, 7.34405145e-02, 1.46358326e-01, 2.06059664e-01, 1.50000000e+00, 5.16257405e-01
160, 1.69750082e+00, 2.93238281e+02, 1.68062389e-01, -1.07978411e-01, 4.72522601e-02, 1.19803391e-01, 3.21860194e-01, 1.50000000e+00, 4.41938996e-01
161, 1.70372057e+00, 2.93238831e+02, 1.76664740e-01, -6.98588639e-02, 7.67358169e-02, 1.42974764e-01, 2.06480980e-01, 1.50000000e+00, 4.86391336e-01
162, 1.69479167e+00, 2.93238037e+02, 1.69317916e-01, -1.26484513e-01, 3.55856009e-02, 1.06788993e-01, 3.71049792e-01, 1.50000000e+00, 4.08315569e-01
163, 1.71045101e+00, 2.93238861e+02, 1.89252824e-01, -1.31101966e-01, 9.31185633e-02, 9.97889712e-02, 2.08329201e-01, 1.50000000e+00, 2.41869092e-01
164, 1.69617081e+00, 2.93238129e+02, 1.71628565e-01, -1.28997311e-01, 3.89982685e-02, 1.06278837e-01, 3.62441152e-01, 1.50000000e+00, 3.95697385e-01
165, 1.70394397e+00, 2.93237000e+02, 1.90199837e-01, -1.58294082e-01, 4.18552011e-02, 9.67838094e-02, 3.53114218e-01, 1.50000000e+00, 2.27829039e-01
166, 1.70993948e+00, 2.93178558e+02, 6.07041717e-02, -4.02610749e-02, 3.62485200e-02, 2.73877159e-02, 2.85206795e-01, 1.50000000e+00, 8.04651156e-02
167, 1.70473707e+00, 2.93233917e+02, 1.68237165e-01, -5.97986169e-02, 6.84658438e-02, 1.41563758e-01, 1.93315625e-01, 1.50000000e+00, 5.06875634e-01
168, 1.71852303e+00, 2.93172119e+02, 4.43813987e-02, -1.57750286e-02, 1.80614665e-02, 3.73448841e-02, 5.09971566e-02, 1.50000000e+00, 4.11559671e-01
169, 1.72296762e+00, 2.93154907e+02, 1.06155071e-02, -7.48941582e-03, 4.43414599e-03, 6.07749773e-03, 1.10340659e-02, 1.50000000e+00, 3.69586170e-01
170, 1.73025513e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 0.00000000e+00
171, 1.73025513e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 0.00000000e+00
172, 1.73025513e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 0.00000000e+00
173, 1.73025513e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 0.00000000e+00
174, 1.73025513e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 0.00000000e+00
175, 1.70539474e+00, 2.93225800e+02, 1.51941076e-01, -5.40062934e-02, 6.18339814e-02, 1.27851352e-01, 1.74590334e-01, 1.50000000e+00, 5.41188240e-01
176, 1.72299552e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 3.86445284e-01
177, 1.72347152e+00, 2.93150024e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 3.75322044e-01
178, 1.70329320e+00, 2.93239014e+02, 1.72415942e-01, -5.70831932e-02, 7.10153431e-02, 1.46374822e-01, 2.14141592e-01, 1.50000000e+00, 5.27100742e-01
179, 1.69676507e+00, 2.93235840e+02, 1.38904497e-01, -4.90805767e-02, 3.42433080e-02, 1.25351310e-01, 3.53430688e-01, 1.50000000e+00, 5.51935792e-01
180, 1.68262744e+00, 2.93227356e+02, 8.02456588e-02, 1.51502788e-02, -3.99887338e-02, 6.79024011e-02, 7.05829978e-01, 1.50000000e+00, 6.47040904e-01
181, 1.67917120e+00, 2.93223633e+02, 1.03978649e-01, 7.40575865e-02, -5.98292910e-02, 4.18029837e-02, 8.61321330e-01, 1.50000000e+00, 6.91654623e-01
182, 1.68559730e+00, 2.93229004e+02, 8.42810571e-02, -4.56317514e-03, -2.46703401e-02, 8.04602280e-02, 5.93699872e-01, 1.50000000e+00, 6.25490248e-01
183, 1.69626999e+00, 2.93202515e+02, 3.28780055e-01, 3.26191306e-01, 3.06388643e-02, 2.75102537e-02, 4.77427900e-01, 1.50000000e+00, 9.20612335e-01
184, 1.68841267e+00, 2.93203827e+02, 2.87820071e-01, 2.86577910e-01, 1.78520791e-02, 1.98695455e-02, 6.97883844e-01, 1.50000000e+00, 9.17176723e-01
185, 1.68729079e+00, 2.93226379e+02, 8.45174864e-02, 2.40144227e-02, -1.83206014e-02, 7.89358541e-02, 5.64009190e-01, 1.50000000e+00, 6.47731900e-01
186, 1.70737052e+00, 2.93224030e+02, 1.55062750e-01, 1.10139444e-01, 5.61060309e-02, 9.36262533e-02, 2.41645560e-01, 1.50000000e+00, 8.17238927e-01
187, 1.70446253e+00, 2.93225281e+02, 1.35549486e-01, 8.70020911e-02, 4.46933955e-02, 9.38445628e-02, 2.86001772e-01, 1.50000000e+00, 7.84719288e-01
188, 1.70736682e+00, 2.93224609e+02, 1.52137175e-01, 1.04700461e-01, 5.62454797e-02, 9.49735641e-02, 2.38175690e-01, 1.50000000e+00, 8.11955452e-01
189, 1.70760798e+00, 2.93224243e+02, 1.54010922e-01, 1.07518047e-01, 5.66679835e-02, 9.45937335e-02, 2.36656219e-01, 1.50000000e+00, 8.16103816e-01
190, 1.70787227e+00, 2.93221130e+02, 1.46432072e-01, 1.01305172e-01, 5.39570414e-02, 9.09299403e-02, 2.25991204e-01, 1.50000000e+00, 8.08508456e-01
191, 1.70795715e+00, 2.93222870e+02, 1.50014371e-01, 1.03783488e-01, 5.52770384e-02, 9.31544378e-02, 2.31519818e-01, 1.50000000e+00, 8.19113731e-01
192, 1.71366668e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 6.66666687e-01
193, 1.72245359e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 8.61111164e-01
194, 1.72761142e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.50000000e+00, 1.00000000e+00
195, 1.68959308e+00, 2.93183197e+02, 4.34130758e-01, 4.22251105e-01, -4.27193902e-02, -9.13705230e-02, 1.78268743e+00, 1.50000000e+00, 8.95945191e-01
196, 1.68560183e+00, 2.93188934e+02, 3.88460904e-01, 3.75034720e-01, -4.95183505e-02, -8.83106664e-02, 1.78405046e+00, 1.50000000e+00, 8.14013124e-01
197, 1.69642854e+00, 2.93171021e+02, 5.30222416e-01, 5.23527324e-01, -4.36073877e-02, -7.17869848e-02, 1.67018747e+00, 1.50000000e+00, 1.03130627e+00
198, 1.69642055e+00, 2.93170929e+02, 5.32254815e-01, 5.26422679e-01, -4.47105318e-02, -6.46168962e-02, 1.61306167e+00, 1.50000000e+00, 1.04825950e+00
199, 1.69839966e+00, 2.93166840e+02, 5.66173077e-01, 5.60352862e-01, -4.45722267e-02, -6.76012784e-02, 1.62135851e+00, 1.50000000e+00, 1.08104992e+00
200, 1.70899034e+00, 2.93159851e+02, 6.10243380e-01, 5.99412739e-01, -7.00256452e-02, -9.05414894e-02, 1.83515477e+00, 1.50000000e+00, 1.09232926e+00
201, 1.70925725e+00, 2.93159515e+02, 6.13034725e-01, 6.02196813e-01, -7.04372302e-02, -9.06045660e-02, 1.83514464e+00, 1.50000000e+00, 1.09551501e+00
202, 1.69283438e+00, 2.93179321e+02, 4.61640060e-01, 4.47621107e-01, -4.62264456e-02, -1.03004918e-01, 1.84805930e+00, 1.50000000e+00, 9.08331096e-01
203, 1.69290853e+00, 2.93183075e+02, 4.24752057e-01, 4.07155156e-01, -4.92476374e-02, -1.10515483e-01, 1.90802741e+00, 1.50000000e+00, 8.36506724e-01
204, 1.70931721e+00, 2.93159393e+02, 6.13819838e-01, 6.02968335e-01, -7.05126971e-02, -9.07301977e-02, 1.83616972e+00, 1.50000000e+00, 1.09593463e+00
205, 1.70921659e+00, 2.93159576e+02, 6.12338841e-01, 6.01445794e-01, -7.03572258e-02, -9.09487456e-02, 1.83769453e+00, 1.50000000e+00, 1.09406662e+00
206, 1.69838786e+00, 2.93172333e+02, 5.13761640e-01, 4.96168524e-01, -5.43447062e-02, -1.21714607e-01, 1.95115340e+00, 1.50000000e+00, 9.38438177e-01
207, 1.70520091e+00, 2.93171478e+02, 5.14982522e-01, 4.97288167e-01, -6.17467314e-02, -1.18738435e-01, 1.97102237e+00, 1.50000000e+00, 1.00521636e+00
208, 1.70736945e+00, 2.93165619e+02, 5.64894080e-01, 5.44092417e-01, -7.54148737e-02, -1.31838322e-01, 2.07234573e+00, 1.50000000e+00, 9.98764038e-01
209, 1.69510913e+00, 2.93177673e+02, 4.68530416e-01, 4.49777454e-01, -4.85423356e-02, -1.21920608e-01, 2.00732613e+00, 1.50000000e+00, 8.50342393e-01
210, 1.69421816e+00, 2.93180298e+02, 4.45853293e-01, 4.26409155e-01, -4.64768596e-02, -1.21656485e-01, 2.01590562e+00, 1.50000000e+00, 8.22090209e-01
211, 1.69571245e+00, 2.93177185e+02, 4.70738381e-01, 4.50967848e-01, -4.93554547e-02, -1.25644967e-01, 2.03550291e+00, 1.50000000e+00, 8.40796351e-01
212, 1.70758057e+00, 2.93165558e+02, 5.63396215e-01, 5.41551888e-01, -7.52627552e-02, -1.35912955e-01, 2.10359454e+00, 1.50000000e+00, 9.80990648e-01
213, 1.71015656e+00, 2.93162323e+02, 5.91386557e-01, 5.69286346e-01, -8.17679614e-02, -1.37714043e-01, 2.10550117e+00, 1.50000000e+00, 1.02001500e+00
214, 1.70023084e+00, 2.93170349e+02, 5.26943088e-01, 5.06063223e-01, -5.63640781e-02, -1.35617629e-01, 2.04350066e+00, 1.50000000e+00, 9.23693538e-01
215, 1.70100451e+00, 2.93169922e+02, 5.27247012e-01, 5.04646838e-01, -5.73481172e-02, -1.41534954e-01, 2.09256649e+00, 1.50000000e+00, 9.01615441e-01
216, 1.69165790e+00, 2.93172058e+02, 5.33331275e-01, 5.31623840e-01, -3.21126841e-02, -2.80556772e-02, 1.31916046e+00, 1.50000000e+00, 1.07739913e+00
217, 1.68464518e+00, 2.93181946e+02, 4.60270375e-01, 4.54344869e-01, -3.94158997e-02, -6.21768385e-02, 1.51246786e+00, 1.50000000e+00, 9.32379961e-01
218, 1.69367361e+00, 2.93164642e+02, 5.95339656e-01, 5.93704820e-01, -2.60013342e-02, -3.56062613e-02, 1.34816146e+00, 1.50000000e+00, 1.12551069e+00
219, 1.69769061e+00, 2.93165955e+02, 5.75684011e-01, 5.70414364e-01, -4.23217453e-02, -6.51795045e-02, 1.59188557e+00, 1.50000000e+00, 1.08550346e+00
220, 1.69896948e+00, 2.93164459e+02, 5.86260617e-01, 5.80637217e-01, -4.48680110e-02, -6.74449876e-02, 1.61182117e+00, 1.50000000e+00, 1.09467554e+00
221, 1.70101333e+00, 2.93162567e+02, 5.97951174e-01, 5.92318773e-01, -4.89814691e-02, -6.56118765e-02, 1.63626957e+00, 1.50000000e+00, 1.11533689e+00
222, 1.70054543e+00, 2.93161957e+02, 6.03946030e-01, 5.99126816e-01, -4.72523980e-02, -5.97085990e-02, 1.59638464e+00, 1.50000000e+00, 1.13909483e+00
223, 1.71780920e+00, 2.93154419e+02, 6.47993326e-01, 6.42302275e-01, -7.92942122e-02, -3.24895084e-02, 1.73064673e+00, 1.50000000e+00, 1.30761445e+00
224, 1.71536732e+00, 2.93153748e+02, 6.57764077e-01, 6.53337777e-01, -7.29126930e-02, -2.20702086e-02, 1.63377428e+00, 1.50000000e+00, 1.34463978e+00
225, 1.70935142e+00, 2.93159332e+02, 6.14462256e-01, 6.03661299e-01, -7.05700740e-02, -9.04252902e-02, 1.83515894e+00, 1.50000000e+00, 1.09719050e+00
226, 1.72166049e+00, 2.93160675e+02, 5.99281907e-01, 5.89253187e-01, -8.94460380e-02, -6.26012385e-02, 1.89926434e+00, 1.50000000e+00, 1.25715685e+00
227, 1.70946705e+00, 2.93159302e+02, 6.14567220e-01, 6.03733897e-01, -7.09444582e-02, -9.03610289e-02, 1.83734620e+00, 1.50000000e+00, 1.09804308e+00
228, 1.72584784e+00, 2.93159485e+02, 6.05763257e-01, 5.93472421e-01, -1.04514271e-01, -6.17766753e-02, 1.99060416e+00, 1.50000000e+00, 1.28309321e+00
229, 1.72167981e+00, 2.93158325e+02, 6.17415011e-01, 6.02392137e-01, -1.00896075e-01, -9.02497545e-02, 2.01822877e+00, 1.50000000e+00, 1.18423378e+00
230, 1.71670699e+00, 2.93157501e+02, 6.25308812e-01, 6.08251333e-01, -9.33098793e-02, -1.11061767e-01, 2.01400590e+00, 1.50000000e+00, 1.12658584e+00
231, 1.71855044e+00, 2.93158844e+02, 6.19479835e-01, 6.01093054e-01, -1.00162655e-01, -1.11399636e-01, 2.06447053e+00, 1.50000000e+00, 1.13936603e+00
232, 1.71356702e+00, 2.93158722e+02, 6.18523538e-01, 5.98911941e-01, -9.09403190e-02, -1.24922872e-01, 2.07767916e+00, 1.50000000e+00, 1.06974339e+00
233, 1.70954573e+00, 2.93159271e+02, 6.14879251e-01, 6.03915453e-01, -7.12859333e-02, -9.09994543e-02, 1.84052062e+00, 1.50000000e+00, 1.09703779e+00
234, 1.70834756e+00, 2.93155212e+02, 6.51458383e-01, 6.48342550e-01, -5.54326847e-02, -3.12598497e-02, 1.52787519e+00, 1.50000000e+00, 1.30367351e+00
235, 1.69775164e+00, 2.93159454e+02, 6.31717086e-01, 6.30077899e-01, -3.37282792e-02, -3.05073727e-02, 1.37188756e+00, 1.50000000e+00, 1.19365287e+00
236, 1.69472730e+00, 2.93162231e+02, 6.13906205e-01, 6.12379372e-01, -2.69466992e-02, -3.38550173e-02, 1.32373917e+00, 1.50000000e+00, 1.14664066e+00
237, 1.68833399e+00, 2.93203156e+02, 2.92594939e-01, 2.91423649e-01, 1.75131634e-02, 1.94255766e-02, 7.02741981e-01, 1.50000000e+00, 9.21453893e-01
238, 1.69541597e+00, 2.93171661e+02, 5.52774787e-01, 5.52692831e-01, 6.56660087e-03, -6.88868854e-03, 7.42622733e-01, 1.50000000e+00, 1.14508903e+00
239, 1.68616676e+00, 2.93194946e+02, 3.59506935e-01, 3.59369457e-01, -7.17511354e-03, -6.88031036e-03, 9.59997058e-01, 1.50000000e+00, 9.94028449e-01
240, 1.69774497e+00, 2.93153992e+02, 6.82632864e-01, 6.82311058e-01, -2.07792483e-02, 2.72908527e-03, 9.58166182e-01, 1.50000000e+00, 1.33099031e+00
241, 1.69567597e+00, 2.93160156e+02, 6.32897735e-01, 6.32533967e-01, -2.13664845e-02, 1.95446261e-03, 9.84973550e-01, 1.50000000e+00, 1.28526473e+00
242, 1.69424582e+00, 2.93163422e+02, 6.06032014e-01, 6.04576409e-01, -2.60481201e-02, -3.29192989e-02, 1.30220187e+00, 1.50000000e+00, 1.14050174e+00
243, 1.69780099e+00, 2.93152496e+02, 6.92083061e-01, 6.91679716e-01, -2.35544629e-02, 1.83643168e-03, 9.95573521e-01, 1.50000000e+00, 1.34965372e+00
244, 1.69764364e+00, 2.93152802e+02, 6.90663099e-01, 6.90282583e-01, -2.28366721e-02, 1.98578439e-03, 9.81722176e-01, 1.50000000e+00, 1.34265721e+00
245, 1.69732690e+00, 2.93153870e+02, 6.83026791e-01, 6.82649553e-01, -2.26677619e-02, 1.16180372e-03, 9.94586945e-01, 1.50000000e+00, 1.33414602e+00
246, 1.69504762e+00, 2.93161041e+02, 6.20844722e-01, 6.19370699e-01, -2.77725104e-02, -3.25087905e-02, 1.31159353e+00, 1.50000000e+00, 1.16444361e+00
247, 1.69201839e+00, 2.93172211e+02, 5.35314560e-01, 5.34200788e-01, -2.32556518e-02, -2.55031176e-02, 1.23112702e+00, 1.50000000e+00, 1.09282959e+00
248, 1.68614900e+00, 2.93194519e+02, 3.61845434e-01, 3.61172795e-01, -1.41632231e-02, -1.69030726e-02, 1.03163612e+00, 1.50000000e+00, 9.66558993e-01
249, 1.69657028e+00, 2.93159393e+02, 6.33415341e-01, 6.32140517e-01, -3.25505808e-02, -2.35334132e-02, 1.31712604e+00, 1.50000000e+00, 1.22700012e+00
250, 1.71406198e+00, 2.93151306e+02, 6.83947980e-01, 6.78739607e-01, -8.17349255e-02, 2.04145610e-02, 1.61498499e+00, 1.50000000e+00, 1.52972174e+00
251, 1.71443057e+00, 2.93151306e+02, 6.84395194e-01, 6.78501606e-01, -8.56221393e-02, 2.64797304e-02, 1.65069723e+00, 1.50000000e+00, 1.55377412e+00
252, 1.72308135e+00, 2.93155457e+02, 6.39693260e-01, 6.30985081e-01, -1.04116097e-01, 1.50047131e-02, 1.86021483e+00, 1.50000000e+00, 1.52127266e+00
253, 1.72519898e+00, 2.93156799e+02, 6.24161243e-01, 6.15713775e-01, -1.02335304e-01, -1.14691234e-03, 1.85698926e+00, 1.50000000e+00, 1.46153307e+00
254, 1.71958983e+00, 2.93153778e+02, 6.51692510e-01, 6.45793974e-01, -8.58486146e-02, -1.68299675e-02, 1.71403861e+00, 1.50000000e+00, 1.38021410e+00
255, 1.72795177e+00, 2.93164429e+02, 5.79463959e-01, 5.67173839e-01, -1.17520124e-01, -1.67741086e-02, 2.06424689e+00, 1.50000000e+00, 1.39597178e+00
256, 1.72931767e+00, 2.93162964e+02, 5.89473784e-01, 5.74391365e-01, -1.27076834e-01, -3.74882668e-02, 2.12944984e+00, 1.50000000e+00, 1.35754788e+00
257, 1.73055065e+00, 2.93166809e+02, 5.63291967e-01, 5.48071265e-01, -1.30056813e-01, 9.62821592e-04, 2.13804460e+00, 1.50000000e+00, 1.45955169e+00
258, 1.72740412e+00, 2.93164124e+02, 5.84467471e-01, 5.70593894e-01, -1.24960236e-01, 2.02431045e-02, 2.07417512e+00, 1.50000000e+00, 1.52022672e+00
259, 1.72437954e+00, 2.93159912e+02, 6.11325324e-01, 5.92077017e-01, -1.17981188e-01, -9.61452350e-02, 2.13742852e+00, 1.50000000e+00, 1.22312188e+00
260, 1.72783709e+00, 2.93159271e+02, 6.09894872e-01, 5.94078243e-01, -1.17977485e-01, -7.15824962e-02, 2.07846475e+00, 1.50000000e+00, 1.27268672e+00
261, 1.72577119e+00, 2.93164032e+02, 5.89162290e-01, 5.69752932e-01, -1.20851889e-01, -8.88180807e-02, 2.17645383e+00, 1.50000000e+00, 1.25471830e+00
262, 1.72597384e+00, 2.93156189e+02, 6.30379558e-01, 6.19987667e-01, -1.13161206e-01, 1.37186171e-02, 1.93791223e+00, 1.50000000e+00, 1.51196575e+00
263, 1.72647858e+00, 2.93157196e+02, 6.19290113e-01, 6.10372841e-01, -1.04629889e-01, -4.22084425e-03, 1.89881110e+00, 1.50000000e+00, 1.45861340e+00
264, 1.72640407e+00, 2.93156311e+02, 6.27236605e-01, 6.17832720e-01, -1.06907710e-01, -1.67097747e-02, 1.92798543e+00, 1.50000000e+00, 1.41000640e+00
265, 1.72327304e+00, 2.93157043e+02, 6.23622358e-01, 6.16065860e-01, -9.56634209e-02, -1.47042610e-02, 1.85532725e+00, 1.50000000e+00, 1.39781380e+00
266, 1.71808290e+00, 2.93156372e+02, 6.44423485e-01, 6.34249091e-01, -1.02641992e-01, 4.97424752e-02, 1.85470915e+00, 1.50000000e+00, 1.62262213e+00
267, 1.72143483e+00, 2.93157623e+02, 6.31813467e-01, 6.18828177e-01, -1.15531176e-01, 5.37818000e-02, 1.96664429e+00, 1.50000000e+00, 1.62633801e+00
268, 1.71732569e+00, 2.93168060e+02, 5.81228733e-01, 5.63523531e-01, -1.14792138e-01, 8.42071474e-02, 2.05957508e+00, 1.50000000e+00, 1.64879227e+00
269, 1.71287715e+00, 2.93151978e+02, 6.83228493e-01, 6.78040743e-01, -7.97624290e-02, 2.64551546e-02, 1.60986590e+00, 1.50000000e+00, 1.56309164e+00
270, 1.71350300e+00, 2.93151337e+02, 6.84459209e-01, 6.79360867e-01, -8.04118663e-02, 2.20713653e-02, 1.59878719e+00, 1.50000000e+00, 1.54166174e+00
271, 1.71623409e+00, 2.93155792e+02, 6.47778988e-01, 6.39064550e-01, -9.52617973e-02, 4.62532565e-02, 1.78910851e+00, 1.50000000e+00, 1.61559749e+00
272, 1.71277034e+00, 2.93151489e+02, 6.83570027e-01, 6.79087460e-01, -7.66893327e-02, 1.50656477e-02, 1.58992374e+00, 1.50000000e+00, 1.50218642e+00
273, 1.70827150e+00, 2.93153534e+02, 6.67162299e-01, 6.64901614e-01, -5.35497181e-02, -1.19925728e-02, 1.47526252e+00, 1.50000000e+00, 1.37428331e+00
274, 1.70605516e+00, 2.93152893e+02, 6.75196290e-01, 6.73138559e-01, -5.21063842e-02, 7.71108270e-03, 1.34096670e+00, 1.50000000e+00, 1.47606134e+00
275, 1.71227765e+00, 2.93151276e+02, 6.86228514e-01, 6.81595325e-01, -7.68110901e-02, 2.09140573e-02, 1.55661213e+00, 1.50000000e+00, 1.53213632e+00
276, 1.70203805e+00, 2.93161133e+02, 6.56408250e-01, 6.52501345e-01, -4.97020222e-02, 5.14152870e-02, 1.45842791e+00, 1.50000000e+00, 1.73755860e+00
277, 1.71073771e+00, 2.93153351e+02, 6.81730747e-01, 6.77168310e-01, -7.34961852e-02, 2.82528587e-02, 1.56877065e+00, 1.50000000e+00, 1.58791280e+00
278, 1.70327616e+00, 2.93158569e+02, 6.65115476e-01, 6.62448406e-01, -4.93625402e-02, 3.32275368e-02, 1.43872654e+00, 1.50000000e+00, 1.65731514e+00
279, 1.69957829e+00, 2.93151398e+02, 7.02808201e-01, 7.01294184e-01, -4.08717692e-02, 2.13387068e-02, 1.22037196e+00, 1.50000000e+00, 1.58780992e+00
280, 1.69864154e+00, 2.93151489e+02, 7.03696132e-01, 7.02353120e-01, -3.77545804e-02, 2.15151925e-02, 1.17969573e+00, 1.50000000e+00, 1.60108447e+00
281, 1.69697142e+00, 2.93155640e+02, 6.92598283e-01, 6.91199660e-01, -3.60821225e-02, 2.51696333e-02, 1.20328259e+00, 1.50000000e+00, 1.64736533e+00
282, 1.69843245e+00, 2.93152283e+02, 6.92919374e-01, 6.92392647e-01, -2.67331284e-02, 3.87178967e-03, 1.02822387e+00, 1.50000000e+00, 1.36888349e+00
283, 1.69922101e+00, 2.93153778e+02, 6.95891142e-01, 6.94044113e-01, -4.10546996e-02, 2.96951272e-02, 1.27151811e+00, 1.50000000e+00, 1.64551425e+00
284, 1.69768047e+00, 2.93152435e+02, 6.92755103e-01, 6.92357540e-01, -2.33345777e-02, 2.47844541e-03, 9.83211756e-01, 1.50000000e+00, 1.35912490e+00
285, 1.69798160e+00, 2.93152466e+02, 6.92143142e-01, 6.91761851e-01, -2.28722710e-02, 2.13662977e-03, 9.70490158e-01, 1.50000000e+00, 1.35087872e+00
286, 1.69800532e+00, 2.93152313e+02, 6.93196535e-01, 6.92839205e-01, -2.21397560e-02, 2.26524728e-03, 9.51463699e-01, 1.50000000e+00, 1.37207627e+00
287, 1.69902372e+00, 2.93151367e+02, 7.03413248e-01, 7.02265084e-01, -3.49774547e-02, 1.97620578e-02, 1.12016308e+00, 1.50000000e+00, 1.60076547e+00
288, 1.69616342e+00, 2.93155731e+02, 6.91717088e-01, 6.91578031e-01, -9.98030603e-03, 9.63139534e-03, 7.61887550e-01, 1.50000000e+00, 1.63719416e+00
289, 1.69071257e+00, 2.93196136e+02, 3.48391771e-01, 3.47468078e-01, 1.72502846e-02, 1.85791012e-02, 6.62071347e-01, 1.50000000e+00, 9.60134149e-01
290, 1.70129180e+00, 2.93164154e+02, 6.05400562e-01, 6.05008543e-01, 1.64690465e-02, 1.42562594e-02, 4.84206647e-01, 1.50000000e+00, 1.13854539e+00
291, 1.70163310e+00, 2.93162567e+02, 6.16502047e-01, 6.16210878e-01, 1.48123316e-02, 1.18109034e-02, 4.94842619e-01, 1.50000000e+00, 1.15085900e+00
292, 1.70224047e+00, 2.93161896e+02, 6.21110320e-01, 6.20797575e-01, 1.44551396e-02, 1.33967949e-02, 4.81979549e-01, 1.50000000e+00, 1.15942466e+00
293, 1.70801961e+00, 2.93222168e+02, 1.64004162e-01, 1.24053597e-01, 5.52092791e-02, 9.19782966e-02, 2.36798927e-01, 1.50000000e+00, 8.25938284e-01
294, 1.71042681e+00, 2.93153839e+02, 6.67085171e-01, 6.67015433e-01, 3.31484014e-03, 9.05743055e-03, 3.20092797e-01, 1.50000000e+00, 1.28668845e+00
295, 1.71434057e+00, 2.93149963e+02, 6.88594818e-01, 6.88557565e-01, -2.37314659e-03, 6.75562024e-03, 2.47506499e-01, 1.50000000e+00, 1.35061193e+00
296, 1.71479070e+00, 2.93150421e+02, 6.84902370e-01, 6.84862494e-01, -1.86939863e-03, 7.15105515e-03, 2.41562918e-01, 1.50000000e+00, 1.34336030e+00
297, 1.71458709e+00, 2.93149963e+02, 6.88332617e-01, 6.88297272e-01, -2.34159851e-03, 6.57465495e-03, 2.41587698e-01, 1.50000000e+00, 1.35310912e+00
298, 1.70956230e+00, 2.93181671e+02, 4.67397362e-01, 4.66100186e-01, 2.53083128e-02, 2.38829292e-02, 3.29358637e-01, 1.50000000e+00, 1.01821184e+00
