1.123727999457043748e-03 1.826834502158528788e-03 1.493964372736346531e-03 1.030630175863828102e-03 4.699804775005980316e-04 2.403276996174816824e-04 1.783086897069831095e-04 1.215721133298946300e-04 7.032053153937043583e-04 7.408998869312400900e-04 8.712455851891919012e-04 1.027101863338591688e-03
1.225961340046759565e-02 1.561820899159910639e-02 5.554233724949630274e-03 2.978771671047086671e-03 1.437447177754841345e-03 6.958767318296517866e-04 1.014360804441840572e-03 9.600412514455620907e-04 1.484919545579411419e-03 3.410127695343576331e-03 3.716922461021007935e-03 6.899910227092520554e-03
6.518567219488143050e-02 4.758873180841098616e-02 1.824383025688607052e-02 5.826429709306531202e-03 2.588497429028223905e-03 2.977652348369537981e-03 3.586137669593453692e-03 3.346107203675930796e-03 3.698615625494159221e-03 6.669400491250929500e-03 2.842036042768544130e-02 3.428201451517599863e-02
1.662245448196076336e-01 1.301271215926176616e-01 4.247001467024699717e-02 1.390731331274955296e-02 9.985396600677796247e-03 8.708381395222276194e-03 9.438265344187325712e-03 1.074044669961553809e-02 9.635363900257340117e-03 1.692046546641194291e-02 8.244807939625739546e-02 1.552945312066875416e-01
3.672630571291627399e-01 2.213610144285550752e-01 7.606387737794262360e-02 3.077001248953854795e-02 2.239052175350898094e-02 1.944063014954582405e-02 2.294533188772928528e-02 2.380048525673952864e-02 3.046688894358710181e-02 5.032772442722487083e-02 1.748621938320532865e-01 3.549177717022103939e-01
6.641054817650093867e-01 3.355559768721130820e-01 1.311769726228695643e-01 6.326370518215651551e-02 3.892628584516533152e-02 3.040088288109626252e-02 3.752737604250554193e-02 4.851984371345145763e-02 6.842609042138292352e-02 7.974198415141364737e-02 2.300053173605346168e-01 6.917287217274610267e-01
1.034873410064146126e+00 4.161128802397120463e-01 1.942468822093126046e-01 1.279790587381504641e-01 7.569419599560144041e-02 5.652793545495259780e-02 6.393932003327365554e-02 7.102224581701460648e-02 1.366974849134608982e-01 1.222589370646065127e-01 2.507102639569915858e-01 1.087724103342231130e+00
1.445906222590521484e+00 6.342685604063050819e-01 4.853162598150735918e-01 3.091654053452564943e-01 1.621885991242488223e-01 1.046509740804766053e-01 1.002048465384103582e-01 1.279119521654643321e-01 2.698602310863844056e-01 5.102379825290143112e-01 7.073109339796407324e-01 1.821540244281378618e+00
2.134881180985150451e+00 1.449510602714884744e+00 1.989751022611075948e+00 1.463799540396916399e+00 5.007509782044341495e-01 3.820973421602024134e-01 2.353992867774124531e-01 4.046488350039669779e-01 1.260385315289731967e+00 2.110167200600336024e+00 1.879876152788057642e+00 2.176658553733058277e+00
2.046770031695184677e+00 2.392906023754962863e+00 2.866426132681408667e+00 3.614417339217069980e+00 3.929044286006536879e+00 4.031656286124841948e+00 4.107695402948811747e+00 3.573939467925204561e+00 3.277866019400254238e+00 2.644236739686829818e+00 2.329947017623713812e+00 2.669214365847320192e+00
2.252941545939298962e+00 2.091367915520757848e+00 2.911459159247331563e+00 2.787785356825730787e+01 1.735538196192887028e+01 1.314616810641608424e+01 1.447032610823836229e+01 2.064406498939657553e+01 2.241970797640342994e+01 3.558399749159541603e+00 2.332252642248911378e+00 2.900687230711028519e+00
2.145916139520853694e+00 2.092494642059883336e+00 3.343017641865943190e+00 3.042180127510762055e+00 2.429046834135358601e+00 1.889817449172151109e+00 1.610609035564475988e+00 2.296001616686700331e+00 3.467608522006021765e+00 3.549925973038801530e+00 3.095368227514121884e+00 3.097613271448015126e+00
2.239622808804065279e+00 2.049692794656321482e+00 1.698708036565386825e+00 1.349459388781818259e+00 3.814955536417701798e-01 1.613957487923424194e-01 1.501631920089324945e-01 2.581757309825642999e-01 9.086922655536834315e-01 1.960941873350856124e+00 1.654443373710721810e+00 2.568003982333896484e+00
1.648698843521922086e+00 9.293250995707069695e-01 3.998020918371020249e-01 1.311359697382715184e-01 5.772490180191074127e-02 1.837849622157015222e-02 2.420523300284594531e-02 4.825694048279748766e-02 1.251010051239912491e-01 2.721560148730141626e-01 6.467809148296723709e-01 1.618810955255792994e+00
1.304463740189427901e+00 8.111719946815274529e-01 2.825468994829067881e-01 9.868748748882308353e-02 3.532859512870122065e-02 1.239680527578334093e-02 1.205035483836590371e-02 2.591207825673249796e-02 1.151509548985980291e-01 4.440561357479096416e-01 9.978763668612087301e-01 1.414489244120427758e+00
7.393141368770850264e-01 6.647998319154319047e-01 2.223611271836155867e-01 8.228598439597084591e-02 3.180495643482451895e-02 6.664919572599604936e-03 5.766639172946660084e-03 1.465947507227535057e-02 6.168766284332370675e-02 3.035060276356293940e-01 7.608396034197939528e-01 9.106816021726182875e-01
