7.049814081964034685e-04 2.909419961525197898e-03 2.355903039667712161e-03 2.116267430699018785e-03 8.420039703460284854e-04 4.890849165199650465e-04 5.746939718491318044e-04 9.223230596848109794e-04 6.281119485411108816e-04 2.706480217227821708e-04 1.793740527892371682e-04 6.594060768134982382e-04
1.263336056878352348e-02 1.487735589863402492e-02 6.969705751313670650e-03 3.307510400074552097e-03 2.146587632305661103e-03 1.511525800066843180e-03 1.492847714743754037e-03 2.096058971219894040e-03 1.434509318492989838e-03 5.917316356646711451e-04 1.925257558722168021e-03 4.528479270102400700e-03
6.504662032369515345e-02 5.242179271709602323e-02 1.964732626129623086e-02 4.208864871855740909e-03 2.723704755850730064e-03 2.910482521927527065e-03 3.492091551371196648e-03 4.425579128097129056e-03 3.467259432254149454e-03 2.272733129626345987e-03 7.941079215146470277e-03 1.908102396261829661e-02
1.008013554914704013e-01 9.716358585224005306e-02 4.361968929667930928e-02 1.281036934585539147e-02 6.216689274381867990e-03 6.508267616060117722e-03 9.397780355077177405e-03 1.411763687831232850e-02 1.089317544969600933e-02 7.438207304453336305e-03 1.557616817696584784e-02 4.248346880225021410e-02
1.716294030544841809e-01 1.645691655837637213e-01 8.693107982727696359e-02 3.411380877208856910e-02 1.607506202682740248e-02 1.420575358048069975e-02 2.096181179383982754e-02 2.940948974916085881e-02 2.706997288997948711e-02 2.230864339256087223e-02 4.144962965882280359e-02 1.165583582436546806e-01
3.189898909988325149e-01 2.549806902780167861e-01 1.599540034848662695e-01 6.541333406548235918e-02 3.476577786663134079e-02 2.872886016260699574e-02 3.980801014357474021e-02 5.689800717954336673e-02 5.363438661102986477e-02 5.282846929344971881e-02 7.620619736914810427e-02 1.933872153698059093e-01
4.089419275917642871e-01 2.748425070369125978e-01 1.842995439261739254e-01 1.138583027092015393e-01 7.277347064458106196e-02 6.087722927286852437e-02 6.720313211511382001e-02 7.905525443403693675e-02 9.451996328652897961e-02 9.016551259639976612e-02 1.130137803341329378e-01 3.250703269170974741e-01
6.061574174544113180e-01 2.836350882983597610e-01 3.126447261273067602e-01 2.451773752014358154e-01 1.707609054103824131e-01 1.114108287949055476e-01 1.055788391173357876e-01 1.308099326561083242e-01 1.328431490329034237e-01 1.561150019779602161e-01 2.302021820119025119e-01 5.536708925469134845e-01
9.681932689635982525e-01 5.498092512011778510e-01 7.926792064889947032e-01 8.152704185339120224e-01 3.646018435012311487e-01 2.422335664279273715e-01 1.823026481989654946e-01 1.936357982393820953e-01 3.723990648632413691e-01 4.127798377436913135e-01 4.601229827666948324e-01 9.430307473307812938e-01
1.177080249797382905e+00 8.506074997462103049e-01 7.505110201950475624e-01 1.376949606759426237e+00 1.418575306911853406e+00 1.344251893776957418e+00 1.148385524432310234e+00 1.251313414586795680e+00 1.363535596722771581e+00 8.210163212114246489e-01 9.757741503165859864e-01 1.314295239901476675e+00
1.254342883690429344e+00 9.031405065132452892e-01 1.443217499696414219e+00 1.269581691761268161e+01 9.145885578981607367e+00 7.808619600927199755e+00 7.201325343610780472e+00 8.577832414095905023e+00 7.507497101610184131e+00 1.528127450279321842e+00 1.130893979048293696e+00 1.536158360046524951e+00
1.161063306622609259e+00 1.058886525723379268e+00 1.779617022816644578e+00 1.420108383426659904e+00 1.072761256309345601e+00 1.042523160740003618e+00 1.171201383659686623e+00 1.331187062458186965e+00 1.909798764405454818e+00 2.071633568637886391e+00 2.087006846503094426e+00 1.697218894930938804e+00
8.526768306184064894e-01 7.113987554651919343e-01 8.709654880161309398e-01 3.468525193622383762e-01 1.470552411948991278e-01 1.405786984695063246e-01 1.305850239657908585e-01 1.732342274993316500e-01 7.577829904074881995e-01 1.059045924376581516e+00 1.036584854879595063e+00 1.479137891113019743e+00
4.656621880468082564e-01 2.512056981287018043e-01 1.323791168929422390e-01 5.942779905544449265e-02 2.263301899971783063e-02 1.863941260514927895e-02 3.079943864029073899e-02 5.102908513409222524e-02 9.415295175480159484e-02 2.021740749850111651e-01 3.661840472076738906e-01 1.019623225897888341e+00
3.875745104830219390e-01 1.707590331600213618e-01 1.262797610015945482e-01 5.423619584809644123e-02 1.161404340025312329e-02 1.088703073480953853e-02 2.468691187452020167e-02 6.408967627463223182e-02 1.743556209766946585e-01 3.558652916722300219e-01 5.579025853356597286e-01 7.522928759943863231e-01
2.477045721382329369e-01 1.973398599358273109e-01 1.405229783091967444e-01 6.111749156779050507e-02 1.294253602166369962e-02 4.209785498606084114e-03 1.670844052432222948e-02 8.879698783409942231e-02 2.872690934603111534e-01 5.653032358748217856e-01 6.815258963049428687e-01 6.977765431662172890e-01
